상위 본부명,기관명,주소,y좌표,x좌표,전화번호,유형,등록일,수량
경기재난본부,평택소방서-포승-119 안전센터,경기도 평택시 포승읍 평택항로 156번길 11 (만호리),36.9738572,126.8454371,031-8053-6542,119안전센터,2018-03-17,1
경기재난본부,평택소방서-팽성-119 안전센터,경기도 평택시 팽성읍 팽성송화로 172 (송화리),36.9621115,127.0591041,031-8053-6512,119안전센터,2018-03-17,1
경기재난본부,평택소방서-안중-119 안전센터,경기도 평택시 안중읍 안현로서7길 28 (현화리),36.9818447,126.9245029,031-8053-6531,119안전센터,2018-03-17,1
경기재난본부,평택소방서-비전-119 안전센터,경기도 평택시 중앙로 273 (비전동),36.9904771,127.1128559,031-8053-6503,119안전센터,2018-03-17,2
경기재난본부,용인소방서-모현-119 안전센터,경기도 용인시 처인구 모현면 독점로 31-12 (갈담리),37.3292599,127.24156,031-8021-0141,119안전센터,2018-03-17,1
경기재난본부,용인소방서-동백-119 안전센터,경기도 용인시 기흥구 동백6로 33 (중동),37.2776972,127.1551586,031-8021-0591,119안전센터,2018-03-17,2
경기재난본부,용인소방서-백암-119 안전센터,경기도 용인시 처인구 백암면 백암로 247 (백암리),37.1676676,127.3714157,031-8021-0581,119안전센터,2018-03-17,2
경기재난본부,용인소방서-보정-119 안전센터,경기도 용인시 기흥구 보정로 114번길 2 (보정동),37.3196543,127.1158609,031-8021-0571,119안전센터,2018-03-17,1
경기재난본부,용인소방서-이동-119 안전센터,경기도 용인시 처인구 이동면 백옥대로 416-2 (덕성리),37.1745015,127.2043163,031-8021-0561,119안전센터,2018-03-17,1
경기재난본부,용인소방서-포곡-119 안전센터,경기도 용인시 처인구 포곡읍 포곡로 252 (삼계리),37.2776266,127.2300213,031-8021-0551,119안전센터,2018-03-17,1
경기재난본부,용인소방서-남사-119 안전센터,경기도 용인시 처인구 남사면 봉무로 13 (봉무리),37.1154347,127.1522737,031-8021-0541,119안전센터,2018-03-17,1
경기재난본부,용인소방서-양지-119 안전센터,경기도 용인시 처인구 양지면 남평로 46 (남곡리),37.2301228,127.2889099,031-8021-0531,119안전센터,2018-03-17,1
경기재난본부,용인소방서-수지-119 안전센터,경기도 용인시 수지구 풍덕천로 177 (풍덕천동),37.3260426,127.1001384,031-8021-0521,119안전센터,2018-03-17,2
경기재난본부,용인소방서-구갈-119 안전센터,경기도 용인시 기흥구 신구로 74 (구갈동),37.2788981,127.1097918,031-8021-0511,119안전센터,2018-03-17,2
경기재난본부,용인소방서-역북-119 안전센터,경기도 용인시 처인구 명지로 45 (역북동),37.2320791,127.1898579,031-8021-0501,119안전센터,2018-03-17,2
경기재난본부,안산소방서-반월-119 안전센터,경기도 안산시 상록구 건지미길 48 (건건동),37.3030078,126.9055381,031-470-7591,119안전센터,2018-03-17,1
경기재난본부,안산소방서-대부-119 안전센터,경기도 안산시 단원구 영전로 375 (대부동동),37.2401513,126.6177375,031-470-7581,119안전센터,2018-03-17,1
경기재난본부,안산소방서-사동-119 안전센터,경기도 안산시 상록구 항가울로 230 (사동),37.3008071,126.8436254,031-470-7571,119안전센터,2018-03-17,1
경기재난본부,안산소방서-월피-119 안전센터,경기도 안산시 상록구 충장로 645 (월피동),37.3350692,126.8545025,031-470-7551,119안전센터,2018-03-17,1
경기재난본부,안산소방서-성곡-119 안전센터,경기도 안산시 단원구 장자골로 66 (성곡동),37.3126964,126.7655247,031-470-7541,119안전센터,2018-03-17,1
경기재난본부,안산소방서-선부-119 안전센터,경기도 안산시 단원구 선부광장서로 43 (선부동),37.3339559,126.8043984,031-470-7521,119안전센터,2018-03-17,1
경기재난본부,안산소방서-원시-119 안전센터,경기도 안산시 단원구 동산로 31 (원시동),37.3129693,126.7936047,031-470-7511,119안전센터,2018-03-17,1
경기재난본부,안산소방서-고잔-119 안전센터,경기도 안산시 단원구 화랑로 407 (고잔동),37.3213207,126.8332049,031-470-7501,119안전센터,2018-03-17,2
경기재난본부,안양소방서-귀인-119 안전센터,경기도 안양시 동안구 평촌대로 104 (평촌동),37.3817918,126.9614408,031-470-0551,119안전센터,2018-03-17,1
경기재난본부,안양소방서-석수-119 안전센터,경기도 안양시 만안구 석수로 28 (석수동),37.40893,126.9092326,031-470-0541,119안전센터,2018-03-17,1
경기재난본부,안양소방서-관양-119 안전센터,경기도 안양시 동안구 동편로13번길 6,37.406682,126.971622,031-470-0531,119안전센터,2026-01-30,1
경기재난본부,안양소방서-안양-119 안전센터,경기도 안양시 만안구 현충로 55 (안양동),37.3903237,126.925475,031-470-0511,119안전센터,2018-03-17,2
경기재난본부,안양소방서-부림-119 안전센터,경기도 안양시 동안구 관평로212번길 32 (관양동),37.3959988,126.9607654,031-470-0501,119안전센터,2018-03-17,2
경기재난본부,부천소방서-신상-119 안전센터,경기도 부천시 상동로117번길 36 (상동),37.5081334,126.7515485,032-650-4594,119안전센터,2018-03-17,1
경기재난본부,부천소방서-범박-119 안전센터,경기도 부천시 범안로 127 (범박동),37.4705716,126.8094248,032-650-4584,119안전센터,2018-03-17,1
경기재난본부,부천소방서-서부-119 안전센터,경기도 부천시 계남로 169 (중동),37.5078863,126.7677481,032-650-4574,119안전센터,2018-03-17,1
경기재난본부,부천소방서-상동-119 안전센터,경기도 부천시 장말로 113 (상동),37.4943498,126.7545072,032-650-4564,119안전센터,2018-03-17,1
경기북부소방재난본부,파주소방서-운정-119 안전센터,경기도 파주시 야당동 1003-2,37.7118046,126.7498161,031-956-9581,119안전센터,2018-03-17,2
경기북부소방재난본부,파주소방서-적성-119 안전센터,경기도 파주시 적성면 감악산로 1220,37.9555177,126.9283428,031-956-9571,119안전센터,2018-03-17,1
경기북부소방재난본부,파주소방서-교하-119 안전센터,경기도 파주시 청석로 301,37.7289655,126.7172043,031-956-9561,119안전센터,2018-03-17,1
경기북부소방재난본부,파주소방서-월롱-119 안전센터,경기도 파주시 월롱면 엘씨디로 310,37.8151902,126.7525668,031-956-9551,119안전센터,2018-03-17,1
경기북부소방재난본부,파주소방서-탄현-119 안전센터,경기도 파주시 탄현면 필승로 458,37.7813508,126.6872549,031-956-9541,119안전센터,2018-03-17,1
경기북부소방재난본부,파주소방서-광탄-119 안전센터,경기도 파주시 광탄면 혜음로 1040,37.775777,126.8512742,031-956-9531,119안전센터,2018-03-17,1
경기북부소방재난본부,파주소방서-법원-119 안전센터,경기도 파주시 법원읍 화합로 141,37.846774,126.8821978,031-956-9521,119안전센터,2018-03-17,1
경기북부소방재난본부,파주소방서-금촌-119 안전센터,경기도 파주시 가나무로 136,37.753899,126.7804673,031-956-9511,119안전센터,2018-03-17,2
경기북부소방재난본부,파주소방서-통일-119 안전센터,파주시 파주읍 통일로 1564,37.8473462,126.7894521,031-956-9501,119안전센터,2018-03-17,1
경기북부소방재난본부,남양주소방서-가운-119 안전센터,경기도 남양주시 가운로 16,37.604887,127.1583939,031-590-0572,119안전센터,2018-03-17,1
경기북부소방재난본부,남양주소방서-오남-119 안전센터,경기도 남양주시 오남읍 진건오남로 772,37.6968794,127.2056938,031-590-0592,119안전센터,2018-03-17,1
경기북부소방재난본부,남양주소방서-별내-119 안전센터,경기도 남양주시 송산로 41,37.6460041,127.1298125,031-590-0562,119안전센터,2018-03-17,2
경기북부소방재난본부,남양주소방서-와부-119 안전센터,경기도 남양주시 와부읍 덕소로 97번길 34-2,37.5857862,127.2162184,031-590-0532,119안전센터,2018-03-17,1
경기북부소방재난본부,남양주소방서-화도-119 안전센터,경기도 남양주시 화도읍 수레로 1260번길 25,37.6501777,127.3048297,031-590-0542,119안전센터,2018-03-17,2
경기북부소방재난본부,남양주소방서-진건-119 안전센터,경기도 남양주시 진건읍 진건오남로 112-21,37.6601321,127.1802625,031-590-0552,119안전센터,2018-03-17,1
경기북부소방재난본부,남양주소방서-진접-119 안전센터,경기도 남양주시 진접읍 금강로 1509-25,37.7255335,127.189701,031-590-0522,119안전센터,2018-03-17,1
경기북부소방재난본부,남양주소방서-평내-119 안전센터,경기도 남양주시 평내로 25,37.6434158,127.2322211,031-590-0503,119안전센터,2018-03-17,2
경기북부소방재난본부,의정부소방서-송산-119 안전센터,경기도 의정부시 충의로 90,37.7398178,127.0865102,031-849-7530,119안전센터,2018-03-17,1
경기북부소방재난본부,의정부소방서-호원-119 안전센터,경기도 의정부시 평화로 322번길 7,37.7208387,127.0481812,031-849-7520,119안전센터,2018-03-17,1
경기북부소방재난본부,의정부소방서-금오-119 안전센터,경기도 의정부시 호국로 1434-14,37.7493447,127.0612693,031-849-7510,119안전센터,2018-03-17,2
경기북부소방재난본부,의정부소방서-흥선-119 안전센터,경기도 의정부시 의정로 48,37.7370748,127.035361,031-849-7500,119안전센터,2026-01-30,3
경기북부소방재난본부,일산소방서-대화-119 안전센터,경기도 고양시 일산서구 대화동 2321-2,37.679023,126.7419742,031-930-0572,119안전센터,2018-03-17,1
경기북부소방재난본부,일산소방서-고봉-119 안전센터,경기도 고양시 일산동구 성현로 429,37.699357,126.8306782,031-930-0551,119안전센터,2018-03-17,1
경기북부소방재난본부,일산소방서-중산-119 안전센터,경기도 고양시 일산동구 중산로 218,37.6914164,126.7805407,031-930-0541,119안전센터,2018-03-17,2
경기북부소방재난본부,일산소방서-주엽-119 안전센터,경기도 고양시 일산서구 주화로 82,37.6701678,126.7592197,031-930-0521,119안전센터,2018-03-17,1
경기북부소방재난본부,일산소방서-백석-119 안전센터,경기도 고양시 일산동구 장백로 78,37.6442206,126.7850402,031-930-0511,119안전센터,2018-03-17,1
경기북부소방재난본부,일산소방서-장항-119 안전센터,경기도 고양시 일산동구 중앙로 1325,37.6630508,126.7696353,031-930-0501,119안전센터,2018-03-17,2
경기북부소방재난본부,고양소방서-화전-119 안전센터,경기도 고양시 덕양구 중앙로 78,37.5965015,126.8770728,031-931-0542,119안전센터,2018-03-17,1
경기북부소방재난본부,고양소방서-행신-119 안전센터,경기도 고양시 덕양구 소원로181번길 52,37.6150888,126.8434383,031-931-0532,119안전센터,2018-03-17,1
경기북부소방재난본부,고양소방서-삼송-119 안전센터,경기도 고양시 덕양구 삼송로136번길 80-6,37.6522164,126.8931523,031-931-0522,119안전센터,2018-03-17,2
경기북부소방재난본부,고양소방서-능곡-119 안전센터,경기도 고양시 덕양구 토당로 48,37.6202355,126.8207253,031-931-0512,119안전센터,2018-03-17,1
경기북부소방재난본부,고양소방서-원당-119 안전센터,경기도 고양시 덕양구 고양대로 1342,37.6550568,126.8331956,031-931-0502,119안전센터,2018-03-17,2
경기재난본부,과천소방서-과천-119 안전센터,경기도 과천시 궁말로 30 (주암동),37.4422944,127.008872,02-331-4510,119안전센터,2018-03-17,1
경기재난본부,과천소방서-중앙-119 안전센터,경기도 과천시 통영로 12 (중앙동),37.4285792,126.990472,02-331-4500,119안전센터,2018-03-17,2
경기재난본부,양평소방서-용문-119 안전센터,경기도 양평군 용문면 연수로 64 (다문리),37.4929878,127.5903207,031-770-0531,119안전센터,2018-03-17,3
경기재난본부,양평소방서-강상-119 안전센터,경기도 양평군 강상면 송학길 54 (송학리),37.4803451,127.4782139,031-770-0521,119안전센터,2018-03-17,1
경기재난본부,양평소방서-공흥-119 안전센터,경기도 양평군 양평읍 경강로 2047 (공흥리),37.5003332,127.5073421,031-770-0507,119안전센터,2018-03-17,2
경기재난본부,여주소방서-북내-119 안전센터,경기도 여주시 북내면 도예로 440 (당우리),37.3247091,127.6778593,031-887-8521,119안전센터,2018-03-17,2
경기재난본부,여주소방서-가남-119 안전센터,경기도 여주시 가남면 일신로 32 (태평리),37.2134355,127.5434964,031-887-8511,119안전센터,2018-03-17,1
경기재난본부,여주소방서-월송-119 안전센터,경기도 여주시 우암로 110 (월송동),37.2916731,127.6257777,031-887-8501,119안전센터,2026-01-30,2
경기재난본부,오산소방서-원동-119 안전센터,경기도 오산시 경기대로 99 (원동),37.1336369,127.0722311,031-8059-7510,119안전센터,2018-03-17,1
경기재난본부,오산소방서-청학-119 안전센터,경기도 오산시 청학로 55-6 (청학동),37.1547092,127.0638941,031-8059-7500,119안전센터,2018-03-17,1
경기재난본부,의왕소방서-부곡-119 안전센터,경기도 의왕시 오봉로 289,37.327895,126.952144,031-596-0510,119안전센터,2026-01-30,1
경기재난본부,의왕소방서-백운-119 안전센터,경기도 의왕시 안양판교로 187 (청계동),37.3905868,126.9925141,031-596-0531,119안전센터,2018-03-17,1
경기재난본부,의왕소방서-고천-119 안전센터,경기도 의왕시 오봉로 9 (고천동),37.3441651,126.9747136,031-596-0502,119안전센터,2018-03-17,2
경기재난본부,하남소방서-덕풍-119 안전센터,경기도 하남시 덕풍서로 60 (덕풍동),37.5522654,127.2044638,031-799-4532,119안전센터,2018-03-17,2
경기재난본부,하남소방서-감일-119 안전센터,경기도 하남시 감일백제로 77(감이동),37.506345,127.15708,031-799-4511,119안전센터,2026-01-30,1
경기재난본부,하남소방서-미사-119 안전센터,경기도 하남시 미사강변대로 190,37.567025,127.185519,031-799-4511,119안전센터,2026-01-30,2
경기재난본부,하남소방서-신장-119 안전센터,경기도 하남시 대청로 76 (신장동),37.5398975,127.2204324,031-799-4502,119안전센터,2018-03-17,1
경기재난본부,안성소방서-공도-119 안전센터,경기도 안성시 공도읍 공도로 111 (만정리),37.0008594,127.173101,031-618-8119,119안전센터,2018-03-17,1
경기재난본부,안성소방서-죽산-119 안전센터,경기도 안성시 죽산면 장원공단길 38 (장원리),37.0680606,127.4240444,031-678-4520,119안전센터,2018-03-17,1
경기재난본부,안성소방서-미양-119 안전센터,경기도 안성시 미양면 제2공단3길 8 (계륵리),36.9775628,127.2605884,031-677-7119,119안전센터,2018-03-17,1
경기재난본부,안성소방서-도기-119 안전센터,경기도 안성시 미양로 855 (도기동),37.0004851,127.2560104,031-678-4501,119안전센터,2018-03-17,2
경기재난본부,광주소방서-능평-119 안전센터,경기도 광주시 오포읍 대명대길 30 (능평리),37.3572416,127.1687436,031-799-2540,119안전센터,2018-03-17,1
경기재난본부,광주소방서-곤지암-119 안전센터,경기도 광주시 곤지암읍 도척로 163 (곤지암리),37.3378171,127.3367752,031-799-2530,119안전센터,2018-03-17,1
경기재난본부,광주소방서-오포-119 안전센터,경기도 광주시 오포읍 오포로 910-5 (고산리),37.371385,127.233549,031-799-2521,119안전센터,2018-03-17,1
경기재난본부,광주소방서-송정-119 안전센터,경기도 광주시 수하길 36 (송정동),37.4148213,127.2642752,031-799-2510,119안전센터,2026-01-30,1
경기재난본부,광주소방서-초월-119 안전센터,경기도 광주시 초월읍 무들로 112 (대쌍령리),37.385597,127.2995112,031-799-2500,119안전센터,2018-03-17,3
경기재난본부,김포소방서-마산-119 안전센터,경기도 김포시 김포한강8로 196,37.6396485,126.6443504,031-980-4571,119안전센터,2018-03-17,1
경기재난본부,김포소방서-대곶-119 안전센터,경기도 김포시 대곶면 수남로 104,37.6334757,126.5824861,031-980-4561,119안전센터,2018-03-17,1
경기재난본부,김포소방서-하성-119 안전센터,경기도 김포시 하성면 하성로 404 (마곡리),37.7112996,126.6376544,031-980-4541,119안전센터,2018-03-17,1
경기재난본부,김포소방서-고촌-119 안전센터,경기도 김포시 고촌읍 은행영사정로 31 (신곡리),37.6023615,126.7737294,031-980-4531,119안전센터,2018-03-17,1
강원소방본부,평창소방서-진부-119 안전센터,강원도 평창군 진부면 진부로 37,37.6447332,128.5674389,033-339-8531,119안전센터,2018-03-17,1
강원소방본부,평창소방서-현장대응과(평창)-119 안전센터,강원도 평창군 평창읍 살구실길 10,37.3782173,128.3892757,033-333-9118,119안전센터,2018-03-17,1
강원소방본부,영월소방서-산솔-119 안전센터,강원도 영월군 중동면 응고개길 10-17,37.1424979,128.6798601,033-371-7541,119안전센터,2018-03-17,2
강원소방본부,영월소방서-주천-119 안전센터,강원도 영월군 송학주천로 1467-15,37.2747988,128.2697868,033-371-7531,119안전센터,2018-03-17,2
강원소방본부,영월소방서-영월-119 안전센터,강원도 영월군 영월읍 영월로 1863,37.1853596,128.45845,033-373-0119,119안전센터,2018-03-17,2
강원소방본부,횡성소방서-우천-119 안전센터,강원도 횡성군 우천면 서동로 199,37.4475992,128.0750977,033-340-9541,119안전센터,2018-03-17,2
강원소방본부,횡성소방서-둔내-119 안전센터,강원도 횡성군 둔내면 고원남로 42,37.5065482,128.2123264,033-340-9531,119안전센터,2018-03-17,1
강원소방본부,횡성소방서-공근-119 안전센터,강원특별자치도 횡성군 공근면 영서로 130-5,37.532187,127.962453,033-344-3119,119안전센터,2026-01-30,1
강원소방본부,횡성소방서-횡성-119 안전센터,강원도 횡성군 횡성읍 문예로 157,37.4853506,127.9739835,033-343-0119,119안전센터,2026-01-30,1
강원소방본부,홍천소방서-서석-119 안전센터,강원도 홍천군 서석면 구룡령로 2512,37.7128905,128.1841197,033-439-2531,119안전센터,2018-03-17,2
강원소방본부,홍천소방서-양덕원-119 안전센터,강원도 홍천군 남면 시동로 38,37.6122562,127.7704377,033-439-2541,119안전센터,2018-03-17,1
강원소방본부,홍천소방서-현장대응과(홍천)-119 안전센터,강원도 홍천군 홍천읍 공작산로 99,37.6915636,127.9022656,033-432-2119,119안전센터,2018-03-17,4
강원소방본부,삼척소방서-원덕-119 안전센터,강원도 삼척시 원덕읍 삼척로 504,37.180051,129.33005,033-570-8551,119안전센터,2018-03-17,3
강원소방본부,삼척소방서-근덕-119 안전센터,강원도 삼척시 근덕면 교가길 37,37.3801345,129.2281599,033-570-8541,119안전센터,2018-03-17,1
강원소방본부,삼척소방서-도계-119 안전센터,강원도 삼척시 도계읍 도계강변3길 16,37.2408522,129.04575,033-570-8531,119안전센터,2018-03-17,2
강원소방본부,삼척소방서-봉황-119 안전센터,강원도 삼척시 봉황로 101,37.4468677,129.1707633,033-573-0119,119안전센터,2026-01-30,2
강원소방본부,속초소방서-설악-119 안전센터,강원도 속초시 청봉로5길 37,38.1661644,128.5253719,033-630-2541,119안전센터,2018-03-17,1
강원소방본부,속초소방서-영랑-119 안전센터,강원도 속초시 동해대로 4219,38.1958059,128.5773493,033-630-2531,119안전센터,2018-03-17,1
강원소방본부,속초소방서-노학-119 안전센터,강원도 속초시 미시령로 3226,38.2036833,128.5601889,033-631-0119,119안전센터,2018-03-17,2
강원소방본부,태백소방서-화전-119 안전센터,강원도 태백시 태백로 814,37.1806263,128.984325,033-550-8551,119안전센터,2018-03-17,1
강원소방본부,태백소방서-철암-119 안전센터,강원도 태백시 동태백로 552,37.1210271,129.044225,033-550-8541,119안전센터,2018-03-17,1
강원소방본부,태백소방서-태백_장성-119 안전센터,강원도 태백시 석공길 16-9,37.1034453,129.0080219,033-550-8531,119안전센터,2018-03-17,1
강원소방본부,태백소방서-현장대응과(황지)-119 안전센터,강원도 태백시 태백로 1120,37.1585158,128.9893395,033-553-1119,119안전센터,2018-03-17,1
강원소방본부,동해소방서-북평-119 안전센터,강원도 동해시 공단1로 21,37.4716971,129.1431527,033-530-8551,119안전센터,2018-03-17,1
강원소방본부,동해소방서-북삼-119 안전센터,강원도 동해시 효자남길 33-10,37.4893599,129.1068782,033-530-8541,119안전센터,2018-03-17,2
강원소방본부,동해소방서-묵호-119 안전센터,강원도 동해시 일출로 29,37.5516043,129.1106571,033-530-8531,119안전센터,2018-03-17,1
강원소방본부,동해소방서-현장대응과(천곡)-119 안전센터,강원도 동해시 천곡로 120,37.5246394,129.1184909,033-533-0119,119안전센터,2018-03-17,2
강원소방본부,강릉소방서-강릉_옥계-119 안전센터,강원도 강릉시 옥계면 현내시장길 163,37.6023162,129.0301545,033-610-8571,119안전센터,2018-03-17,2
강원소방본부,강릉소방서-포남-119 안전센터,강원도 강릉시 하평2길 23,37.7723012,128.9128895,033-610-8561,119안전센터,2018-03-17,1
강원소방본부,강릉소방서-주문진-119 안전센터,강원도 강릉시 연곡면 연주로 226,37.8740036,128.8316215,033-610-8551,119안전센터,2018-03-17,1
강원소방본부,강릉소방서-내곡-119 안전센터,강원도 강릉시 범일로 660,37.7447454,128.8846775,033-610-8541,119안전센터,2018-03-17,1
강원소방본부,강릉소방서-경포-119 안전센터,강원도 강릉시 해안로 502,37.8050228,128.9052478,033-610-8531,119안전센터,2018-03-17,1
강원소방본부,원주소방서-흥업-119 안전센터,강원도 원주시 귀래면 북원로 53-5,37.1661206,127.8842321,033-769-1591,119안전센터,2018-03-17,2
강원소방본부,원주소방서-문막-119 안전센터,강원도 원주시 문막읍 문막시장1길 90,37.3034823,127.8145737,033-769-1581,119안전센터,2018-03-17,2
강원소방본부,원주소방서-원주_신림-119 안전센터,강원도 원주시 신림면 치악로 27,37.2297571,128.079015,033-769-1551,119안전센터,2018-03-17,1
강원소방본부,원주소방서-현장대응과(명륜)-119 안전센터,강원도 원주시 남원로 487,37.328358,127.944363,033-762-0119,119안전센터,2018-03-17,1
강원소방본부,춘천소방서-신북-119 안전센터,강원도 춘천시 신북읍 신북로 35,37.9284536,127.7512506,033-248-9461,119안전센터,2018-03-17,1
강원소방본부,춘천소방서-강촌-119 안전센터,강원도 춘천시 남산면 소주고개로 680,37.7852337,127.6474569,033-248-9561,119안전센터,2018-03-17,1
강원소방본부,춘천소방서-대룡-119 안전센터,강원도 춘천시 동내면 고은길9,37.846175,127.7711482,033-248-9542?,119안전센터,2018-03-17,1
강원소방본부,춘천소방서-춘천_효자-119 안전센터,강원도 춘천시 효명길 8,37.8710328,127.7263561,033-248-9541,119안전센터,2018-03-17,2
강원소방본부,춘천소방서-소양-119 안전센터,강원도 춘천시 금강로 15,37.882111,127.7244645,033-248-9531,119안전센터,2018-03-17,1
강원소방본부,춘천소방서-현장대응과(후평)-119 안전센터,강원도 춘천시 후석로 446,37.889424,127.7433,033-241-0119,119안전센터,2018-03-17,2
경기북부소방재난본부,연천소방서-연천-119 안전센터,경기도 연천군 연천읍 차현로 92,38.0994716,127.0768715,031-830-0531,119안전센터,2018-03-17,2
경기북부소방재난본부,연천소방서-전곡-119 안전센터,경기도 연천군 전곡읍 전곡로 27,38.0162574,127.0719869,031-830-0521,119안전센터,2018-03-17,1
경기북부소방재난본부,연천소방서-은대-119 안전센터,경기도 연천군 전곡읍 평화로 892,38.0482463,127.0683901,031-830-0502,119안전센터,2018-03-17,1
경기북부소방재난본부,가평소방서-조종-119 안전센터,가평군 조종면 현창로 14,37.8161608,127.3498024,031-580-0522,119안전센터,2018-03-17,1
경기북부소방재난본부,가평소방서-설악-119 안전센터,경기도 가평군 청평면 경춘로 1037,37.753611,127.434124,031-580-0532,119안전센터,2026-01-30,1
경기북부소방재난본부,가평소방서-대곡-119 안전센터,가평군 가평읍 가화로 36,37.8232947,127.5165809,031-580-0507,119안전센터,2026-01-30,1
경기북부소방재난본부,동두천소방서-소요-119 안전센터,경기도 동두천시 평화로 2910번길 65(상봉암동),37.9464081,127.0651326,031-830-5511,119안전센터,2018-03-17,1
경기북부소방재난본부,동두천소방서-불현-119 안전센터,경기도 동두천시 지행로 6(지행동),37.8922941,127.0476176,031-830-5501,119안전센터,2018-03-17,3
경기북부소방재난본부,양주소방서-장흥-119 안전센터,양주시 장흥면 일영로 794,37.7120455,126.9362472,031-849-8551,119안전센터,2018-03-17,1
경기북부소방재난본부,양주소방서-남면-119 안전센터,양주시 남면 삼육사로 247,37.9017492,126.9864603,031-849-8542,119안전센터,2018-03-17,1
경기북부소방재난본부,양주소방서-고읍-119 안전센터,양주시 고덕로 266,37.8019333,127.06975,031-849-8532,119안전센터,2018-03-17,1
경기북부소방재난본부,양주소방서-광적-119 안전센터,양주시 광적면 광적로 55,37.8234855,126.9815412,031-849-8522,119안전센터,2018-03-17,1
경기북부소방재난본부,양주소방서-회천-119 안전센터,양주시 화합로 1272,37.8461987,127.055575,031-849-8512,119안전센터,2018-03-17,1
경기북부소방재난본부,양주소방서-백석-119 안전센터,양주시 백석읍 꿈나무로 156,37.795763,126.9893738,031-849-8507,119안전센터,2018-03-17,1
경기북부소방재난본부,포천소방서-영중-119 안전센터,경기도 포천시 영중면 양문로 66,37.9985344,127.2427035,031-538-5560,119안전센터,2018-03-17,1
경기북부소방재난본부,포천소방서-내촌-119 안전센터,경기도 포천시 내촌면 내촌로 120,37.7904076,127.2305042,031-538-5550,119안전센터,2018-03-17,1
경기북부소방재난본부,포천소방서-가산-119 안전센터,경기도 포천시 포천로 890,37.8485321,127.194475,031- 538-5540,119안전센터,2018-03-17,1
경기북부소방재난본부,포천소방서-일동-119 안전센터,경기도 포천시 일동면 영일로 978,37.9480881,127.3099586,031-538-5530,119안전센터,2018-03-17,2
경기북부소방재난본부,포천소방서-영북-119 안전센터,경기도 포천시 영북면 영북로 144,38.0871144,127.2754167,031-538-5520,119안전센터,2018-03-17,2
경기북부소방재난본부,포천소방서-소흘-119 안전센터,경기도 포천시 소흘읍 송우로 182(송우리 576-1),37.836111,127.1317566,031-538-5511,119안전센터,2018-03-17,1
경기북부소방재난본부,포천소방서-군내-119 안전센터,경기도 포천시 군내면 호국로 1538,37.8913983,127.2025465,031-538-5500,119안전센터,2018-03-17,2
경기북부소방재난본부,구리소방서-인창-119 안전센터,경기도 구리시 건원대로 34번길 28 인창119안전센터,37.6041404,127.1419625,031-570-6512,119안전센터,2018-03-17,1
경기북부소방재난본부,구리소방서-교문-119 안전센터,경기도 구리시 아차산로 487번길 46 교문119안전센터,37.5982996,127.1278435,031-570-6501,119안전센터,2018-03-17,1
충남소방본부,천안서북소방서-서부-119 안전센터,충남 천안시 서북구 양지18길 22,36.8122597,127.1387958,041-360-0381,119안전센터,2018-03-17,1
충남소방본부,천안서북소방서-성거-119 안전센터,충남 천안시 서북구 성거읍 천흥8길 11,36.8833453,127.2078642,041-360-0361,119안전센터,2018-03-17,1
충남소방본부,천안서북소방서-차암-119 안전센터,충남 천안시 서북구 직산읍 4산단 2길 32,36.8625095,127.1160297,041-360-0331,119안전센터,2018-03-17,1
충남소방본부,천안동남소방서-병천-119 안전센터,충남 천안시 동남구 병천면 아우내순대길 78,36.7641688,127.3010448,041-570-0382,119안전센터,2018-03-17,1
충남소방본부,천안동남소방서-독립-119 안전센터,충남 천안시 동남구 목천읍 삼방로 95,36.7814917,127.2216625,041-570-0362,119안전센터,2018-03-17,3
충남소방본부,천안동남소방서-청당-119 안전센터,충남 천안시 동남구 광덕면 신흥리1길 148,36.7006077,127.1108469,041-570-0402,119안전센터,2018-03-17,1
충남소방본부,천안동남소방서-구성-119 안전센터,충남 천안시 동남구 천안대로 580,36.7998721,127.1653741,041-570-0332,119안전센터,2018-03-17,2
충북소방본부,단양소방서-매포-119 안전센터,충북 단양군 매포읍 평동4로 79,37.0311068,128.2948283,043-422-0119,119안전센터,2018-03-17,1
충북소방본부,단양소방서-단양_중앙-119 안전센터,충북 단양군 단양읍 중앙1로 29,36.9861842,128.3677181,043-421-0119,119안전센터,2018-03-17,2
충북소방본부,음성소방서-감곡-119 안전센터,충북 음성군 감곡면 음성로 2652,37.1120321,127.6440625,043-881-3119,119안전센터,2018-03-17,1
충북소방본부,음성소방서-대소-119 안전센터,충북 음성군 대소면 오산로 74,36.9695513,127.486,043-881-7119,119안전센터,2018-03-17,1
충북소방본부,음성소방서-음성-119 안전센터,충북 음성군 음성읍 음성로 122,36.930219,127.6784717,043-872-2119,119안전센터,2018-03-17,1
충북소방본부,음성소방서-금왕-119 안전센터,충북 음성군 금왕읍 응천서길 11,36.9896677,127.5952281,043-877-0119,119안전센터,2026-01-30,2
충북소방본부,괴산소방서-괴산_중앙-119 안전센터,충북 괴산군 괴강로 69,36.8075933,127.8013959,043-760-0216,119안전센터,2018-03-17,4
충북소방본부,진천소방서-진천_덕산-119 안전센터,충북 진천군 덕산면 초금로 606-1,36.8992691,127.5106377,043-539-8241,119안전센터,2018-03-17,1
충북소방본부,진천소방서-광혜원-119 안전센터,충북 진천군 광혜원면 화랑길 99,36.9918062,127.4367307,043-539-8221,119안전센터,2018-03-17,2
